GKZ	Gebietsname	Wahlberechtigte	Abgegebene	Ungültige	Gültige	SPÖ	ÖVP	FPÖ	GRÜNE	NEOS	PILZ	GILT	FLÖ	KPÖ	WEIßE	SLP	EUAUS	M	CPÖ	NBZ	ODP	
G62042	Obdach	3183	2210	17	2193	484	909	644	15	65	46	9	10	11	0							
G62043	Pöls-Oberkurzheim	2544	1643	10	1633	601	421	483	22	50	27	10	9	7	3							
G62044	Pölstal	2293	1562	9	1553	406	552	489	18	53	21	6	2	6	0							
G62045	Sankt Marein-Feistritz	1602	1157	6	1151	314	370	343	18	53	36	7	4	5	1							
G62046	Sankt Margarethen bei Knittelfeld	2260	1609	9	1600	480	580	424	16	36	43	8	3	6	4							
G62047	Spielberg	4395	3108	34	3074	1172	729	903	36	86	87	20	11	28	2							
G62048	Weißkirchen in Steiermark	4082	2792	34	2758	689	1025	810	31	84	68	18	6	19	8							
G62099	Wahlkarten - Murtal	0	8062	41	8021	2811	2359	1803	207	344	300	79	6	96	16							
G62100	Bruck-Mürzzuschlag	80422	63763	517	63246	21694	15387	19008	1028	2123	2587	554	149	623	93							
G62105	Breitenau am Hochlantsch	1461	969	14	955	353	320	235	1	20	12	3	6	4	1							
G62115	Krieglach	4458	2961	21	2940	836	797	971	54	120	101	38	1	19	3							
G62116	Langenwang	3318	2137	23	2114	481	723	687	25	92	61	19	2	20	4							
G62125	Pernegg an der Mur	1947	1404	13	1391	432	389	435	20	38	54	5	10	6	2							
G62128	Sankt Lorenzen im Mürztal	2929	1939	12	1927	552	503	611	29	103	99	16	2	11	1							
G62131	Spital am Semmering	1266	883	5	878	248	273	284	13	19	26	8	2	5	0							
G62132	Stanz im Mürztal	1526	1026	10	1016	340	306	289	13	22	29	4	4	6	3							
G62135	Turnau	1283	983	9	974	314	290	292	10	28	25	4	3	6	2							
G62138	Aflenz	2029	1420	10	1410	405	469	379	30	52	47	16	4	4	4							
G62139	Bruck an der Mur	12799	8257	77	8180	2797	1830	2523	157	309	365	66	21	101	11							
G62140	Kapfenberg	16959	10362	70	10292	3828	1816	3565	114	270	470	71	28	117	13							
G62141	Kindberg	6933	4523	37	4486	1647	1125	1252	54	156	159	35	10	42	6							
G62142	Mariazell	3191	2084	23	2061	616	655	604	28	68	67	6	5	10	2							
G62143	Mürzzuschlag	6803	4171	43	4128	1594	783	1275	67	109	156	61	9	71	3							
G62144	Neuberg an der Mürz	2133	1430	6	1424	412	406	488	13	39	35	20	6	4	1							
G62145	Sankt Barbara im Mürztal	5670	3653	37	3616	1349	760	1160	29	102	125	23	18	40	10							
G62146	Sankt Marein im Mürztal	2110	1480	8	1472	465	344	522	13	55	47	10	5	9	2							
G62147	Thörl	1991	1325	12	1313	488	282	417	17	35	49	17	1	5	2							
G62148	Tragöß - Sankt Katharein	1616	1113	12	1101	317	330	346	3	27	69	1	2	3	3							
G62199	Wahlkarten - Bruck-Mürzzuschlag	0	11643	75	11568	4220	2986	2673	338	459	591	131	10	140	20							
G62200	Hartberg-Fürstenfeld	74366	61757	609	61148	10178	24319	20766	1132	2309	1481	453	170	247	93							
G62202	Bad Blumau	1294	953	10	943	79	374	391	16	38	34	6	2	2	1							
G62205	Buch-St. Magdalena	1824	1357	5	1352	194	532	514	20	50	25	8	4	4	1							
G62206	Burgau	860	610	8	602	148	238	166	5	18	21	2	2	2	0							
G62209	Ebersdorf	1050	818	10	808	74	336	348	5	23	16	1	0	3	2							
G62211	Friedberg	2160	1573	23	1550	405	511	472	33	62	49	11	3	4	0							
G62214	Greinbach	1473	1168	17	1151	142	470	473	11	32	15	6	0	2	0							
G62216	Großsteinbach	1048	807	14	793	90	350	275	19	29	19	1	5	3	2							
G62219	Hartberg	5260	3432	36	3396	596	1291	1087	109	161	101	21	10	13	7							
G62220	Hartberg Umgebung	1722	1324	10	1314	120	652	418	27	61	31	3	0	1	1							
G62226	Lafnitz	1132	926	12	914	220	278	342	12	33	9	7	4	8	1							
G62232	Ottendorf an der Rittschein	1316	911	9	902	112	364	361	13	18	13	13	4	3	1							
G62233	Pinggau	2578	1849	16	1833	325	741	615	12	70	39	19	2	5	5							
G62235	Pöllauberg	1740	1393	13	1380	197	637	456	9	37	24	9	4	7	0							
G62242	Sankt Jakob im Walde	866	680	4	676	112	328	202	4	20	4	2	2	2	0							
G62244	Sankt Johann in der Haide	1768	1256	14	1242	258	386	497	22	39	24	3	9	2	2							
G62245	Sankt Lorenzen am Wechsel	1272	997	21	976	166	429	307	16	26	16	10	3	2	1							
G62247	Schäffern	1109	911	17	894	95	433	309	10	32	9	3	1	2	0							
G62252	Söchau	1204	876	8	868	150	333	293	19	25	29	11	5	3	0							
G62256	Stubenberg	1806	1263	14	1249	217	482	406	26	50	31	11	8	17	1							
G62262	Wenigzell	1148	903	9	894	116	490	226	12	32	10	5	3	0	0							
G62264	Bad Waltersdorf	3096	2317	21	2296	301	948	847	42	74	53	10	12	5	4							
G62265	Dechantskirchen	1709	1312	18	1294	310	496	378	13	47	34	10	2	3	1							
G62266	Feistritztal	2031	1509	15	1494	278	478	599	25	51	41	10	3	6	3							
G62267	Fürstenfeld	6885	4614	46	4568	834	1766	1443	109	195	137	32	20	22	10							
G62268	Grafendorf bei Hartberg	2555	1930	20	1910	236	809	705	31	63	37	13	8	7	1							
G62269	Großwilfersdorf	1674	1151	13	1138	138	525	356	15	52	29	17	1	4	1							
G62270	Hartl	1796	1396	13	1383	132	558	598	20	30	19	15	1	6	4							
G62271	Ilz	3082	2236	23	2213	290	810	834	49	88	82	30	12	12	6							
G62272	Kaindorf	2371	1711	12	1699	213	702	619	32	71	40	12	1	7	2							
G62273	Loipersdorf bei Fürstenfeld	1563	1066	11	1055	92	441	436	22	26	24	7	1	5	1							
G62274	Neudau	1055	719	10	709	258	205	183	5	23	24	4	1	5	1							
G62275	Pöllau	5168	3824	26	3798	796	1462	1268	32	125	74	16	9	13	3							
G62276	Rohr bei Hartberg	1212	904	6	898	192	332	312	10	23	21	1	2	4	1							
G62277	Rohrbach an der Lafnitz	2252	1707	21	1686	420	520	626	10	46	32	16	7	6	3							
G62278	Vorau	3998	3092	31	3061	343	1353	1137	20	112	57	12	13	9	5							
G62279	Waldbach-Mönichwald	1289	989	9	980	147	460	293	15	37	18	6	0	2	2							
G62299	Wahlkarten - Hartberg-Fürstenfeld	0	7273	44	7229	1382	2799	1974	282	390	240	90	6	46	20							
G62300	Südoststeiermark	70779	56953	493	56460	8776	23295	19136	974	2090	1237	428	158	257	109							
G62311	Edelsbach bei Feldbach	1099	849	8	841	155	338	261	17	28	14	12	8	7	1							
G62314	Eichkögl	1058	762	9	753	109	272	296	14	26	25	5	2	3	1							
G62326	Halbenrain	1491	972	19	953	103	434	326	13	41	20	6	5	4	1							
G62330	Jagerberg	1401	1020	17	1003	108	462	376	7	30	11	6	2	0	1							
G62332	Kapfenstein	1294	936	1	935	145	376	352	8	21	19	7	3	4	0							
G62335	Klöch	1044	711	11	700	77	405	166	6	27	11	6	0	2	0							
G62343	Mettersdorf am Saßbach	1080	750	8	742	122	340	235	8	18	12	7	0	0	0							
G62347	Murfeld	1370	933	14	919	163	379	329	5	24	14	2	0	2	1							
G62368	Tieschen	1084	752	9	743	146	290	249	4	25	12	4	1	9	3							
G62372	Unterlamm	1062	740	4	736	59	346	303	2	13	6	5	0	2	0							
G62375	Bad Gleichenberg	4279	2681	24	2657	505	955	961	36	103	67	12	4	11	3							
G62376	Bad Radkersburg	2537	1569	12	1557	302	670	432	29	73	32	11	1	5	2							
G62377	Deutsch Goritz	1555	1085	16	1069	153	460	354	29	29	23	7	5	6	3							
G62378	Fehring	6073	4167	29	4138	802	1480	1484	59	156	106	24	12	10	5							
G62379	Feldbach	10306	7004	45	6959	1312	2639	2316	129	285	157	53	21	35	12							
G62380	Gnas	5089	3791	50	3741	368	1659	1398	47	139	72	18	13	14	13							
G62381	Kirchbach-Zerlach	2741	2016	23	1993	232	865	687	27	85	49	27	1	12	8							
G62382	Kirchberg an der Raab	3646	2557	20	2537	398	898	1020	26	81	59	22	16	11	6							
G62383	Mureck	2906	1883	16	1867	374	700	616	40	54	44	13	15	9	2							
G62384	Paldau	2579	1869	11	1858	313	715	688	21	54	34	13	8	8	4							
G62385	Pirching am Traubenberg	2087	1448	4	1444	150	627	537	26	44	21	29	0	6	4							
G62386	Riegersburg	4120	2852	22	2830	404	1219	942	38	110	70	20	10	13	4							
G62387	Sankt Anna am Aigen	2032	1471	10	1461	145	708	516	18	32	27	6	5	2	2							
G62388	Sankt Peter am Ottersbach	2483	1696	13	1683	218	714	625	22	51	25	18	4	4	2							
G62389	Sankt Stefan im Rosental	3299	2385	22	2363	324	1034	840	36	62	33	11	4	11	8							
G62390	Straden	3064	2207	30	2177	285	949	778	39	72	32	5	7	5	5							
G62399	Wahlkarten - Südoststeiermark	0	7847	46	7801	1304	3361	2049	268	407	242	79	11	62	18							
G70000	Tirol	543116	414913	3491	411422	85650	158092	102610	18367	23537	15746	3299	729	2492	900							
G70099	Wahlkarten - Tirol	0	14	14	0	0	0	0	0	0	0	0	0	0	0							
G7A000	Innsbruck	88754	67616	563	67053	18986	17887	13955	5366	5112	4057	599	125	824	142							
G7A099	Wahlkarten - Innsbruck	0	612	1	611	179	153	46	73	82	56	6	3	10	3							
G7B000	Innsbruck-Land	191660	148871	1129	147742	31002	54927	39035	6185	8361	5728	1129	253	790	332							
G7B099	Wahlkarten - Innsbruck-Land	0	447	6	441	109	111	59	41	56	49	2	0	11	3							
G7C000	Unterland	122533	93311	735	92576	17282	38920	24221	3424	4233	2930	790	192	403	181							
G7C099	Wahlkarten - Unterland	0	301	2	299	59	108	47	25	30	22	3	0	3	2							
G7D000	Oberland	100459	75361	705	74656	13480	32831	18291	2439	4327	2058	563	122	365	180							
G7D099	Wahlkarten - Oberland	0	187	1	186	42	58	35	16	28	5	0	1	1	0							
G7E000	Osttirol	39710	29740	345	29395	4900	13527	7108	953	1504	973	218	37	110	65							
G7E099	Wahlkarten - Osttirol	0	175	1	174	45	45	21	11	21	22	5	0	4	0							
G70100	Innsbruck(Stadt)	88754	67004	562	66442	18807	17734	13909	5293	5030	4001	593	122	814	139							
G70101	Innsbruck	88754	55280	435	54845	15589	14404	12682	3839	3894	3115	480	96	628	118							
G70199	Wahlkarten - Innsbruck(Stadt)	0	11724	127	11597	3218	3330	1227	1454	1136	886	113	26	186	21							
G70200	Imst	44050	32936	307	32629	5675	13496	9018	1041	1833	998	267	66	152	83							
G70201	Arzl im Pitztal	2380	1582	14	1568	294	629	434	29	88	58	17	6	9	4							
G70202	Haiming	3448	2261	14	2247	510	750	683	84	118	63	16	4	11	8							
G70203	Imst	7390	4778	48	4730	1037	1600	1381	166	296	167	36	5	32	10							
G70204	Imsterberg	628	448	7	441	71	200	122	8	22	13	4	0	0	1							
G70205	Jerzens	702	483	5	478	53	220	174	2	14	11	0	0	3	1							
G70206	Karres	493	328	5	323	43	137	117	2	16	5	1	0	1	1							
G70207	Karrösten	566	379	7	372	104	136	93	3	22	12	0	0	1	1							
G70208	Längenfeld	3391	2293	22	2271	190	1304	532	43	115	65	12	5	1	4							
G70209	Mieming	2737	1793	23	1770	283	734	458	83	130	55	14	4	4	5							
G70210	Mils bei Imst	455	349	3	346	64	134	85	7	49	5	1	1	0	0							
G70211	Mötz	915	584	8	576	135	222	145	24	22	18	5	0	2	3							
G70212	Nassereith	1617	1080	10	1070	175	441	325	21	53	32	12	1	4	6							
G70213	Obsteig	927	620	8	612	94	225	168	36	55	22	7	1	2	2							
G70214	Oetz	1756	1206	8	1198	180	590	251	24	76	52	6	3	13	3							
G70215	Rietz	1803	1198	9	1189	289	355	394	29	53	34	15	7	8	5							
G70216	Roppen	1338	958	9	949	257	380	230	13	43	15	7	0	1	3							
G70217	St. Leonhard im Pitztal	1094	712	9	703	53	416	200	4	23	6	0	1	0	0							
G70218	Sautens	1105	710	4	706	95	317	206	16	27	28	8	2	3	4							
G70219	Silz	1956	1337	6	1331	318	457	352	56	77	45	15	2	8	1							
G70220	Sölden	2194	1456	13	1443	78	856	355	24	79	34	10	4	3	0							
G70221	Stams	1091	694	7	687	126	273	191	28	38	16	3	2	5	5							
G70222	Tarrenz	2099	1380	18	1362	229	470	496	43	66	30	15	3	9	1							
G70223	Umhausen	2363	1637	13	1624	174	787	525	29	55	33	12	2	3	4							
G70224	Wenns	1602	999	23	976	131	459	304	20	34	16	4	3	5	0							
G70299	Wahlkarten - Imst	0	3671	14	3657	692	1404	797	247	262	163	47	10	24	11							
G70300	Innsbruck-Land	131002	103132	701	102431	22828	36457	26039	4832	6187	4306	821	162	563	236							
G70301	Absam	5595	3968	33	3935	982	1387	892	184	245	178	33	2	22	10							
G70302	Aldrans	1913	1350	8	1342	263	523	262	92	112	70	9	0	9	2							
G70303	Ampass	1297	890	4	886	161	320	234	41	58	51	17	0	3	1							
G70304	Axams	4583	3125	21	3104	759	1007	850	153	167	120	18	4	19	7							
G70305	Baumkirchen	961	680	5	675	147	266	167	19	45	20	4	1	2	4							
G70306	Birgitz	1099	739	10	729	148	279	176	34	48	29	5	0	7	3							
G70307	Ellbögen	895	696	4	692	110	314	199	22	20	22	1	1	1	2							
G70308	Flaurling	965	691	10	681	165	254	160	19	36	38	4	0	2	3							
G70309	Fritzens	1687	1196	15	1181	250	391	379	34	74	32	11	3	5	2							
G70310	Fulpmes	3059	1934	15	1919	425	660	552	66	124	69	9	4	6	4							
G70311	Gnadenwald	608	450	3	447	60	199	103	13	42	21	4	0	3	2							
G70312	Götzens	3075	1997	10	1987	428	661	590	91	110	81	9	3	10	4							
G70313	Gries am Brenner	1001	722	6	716	121	272	250	20	25	20	2	2	3	1							
G70314	Gries im Sellrain	475	325	3	322	79	145	72	6	9	5	2	0	3	1							
G70315	Grinzens	1079	709	1	708	172	246	207	12	43	21	2	1	1	3							
G70317	Gschnitz	342	245	3	242	29	119	72	5	13	2	1	0	1	0							
G70318	Hatting	1071	722	1	721	156	259	201	28	42	20	5	0	5	5							
G70319	Inzing	2919	2048	16	2032	516	732	431	103	121	81	24	2	16	6							
G70320	Kematen in Tirol	2178	1528	9	1519	318	528	388	76	109	72	20	0	4	4							
G70322	Kolsass	1271	924	4	920	183	331	240	33	76	36	14	1	4	2							
G70323	Kolsassberg	627	441	2	439	67	200	132	12	15	7	0	1	4	1							
G70325	Lans	844	558	3	555	77	201	131	38	55	43	7	1	2	0							
G70326	Leutasch	1586	996	4	992	140	503	234	22	49	29	9	3	2	1							
G70327	Matrei am Brenner	740	532	8	524	158	177	129	13	22	20	1	0	1	3							
G70328	Mieders	1333	890	14	876	180	311	248	35	61	22	9	4	5	1							
G70329	Mils	3374	2424	12	2412	509	902	568	108	178	115	17	2	10	3							
G70330	Mühlbachl	1048	686	18	668	156	291	168	11	20	17	3	1	0	1							
G70331	Mutters	1610	1141	8	1133	195	479	248	67	77	55	5	0	5	2							
G70332	Natters	1528	1034	5	1029	182	415	233	57	76	51	5	2	5	3							
G70333	Navis	1613	1154	9	1145	179	536	357	6	35	22	1	1	3	5							
G70334	Neustift im Stubaital	3456	2415	19	2396	326	1005	774	69	131	63	10	2	12	4							
G70335	Oberhofen im Inntal	1366	912	7	905	231	247	273	37	60	36	11	4	5	1							
G70336	Obernberg am Brenner	278	221	4	217	27	117	58	3	6	1	1	1	3	0							
G70337	Oberperfuss	2367	1693	8	1685	377	667	381	76	97	68	10	1	6	2							
G70338	Patsch	780	531	6	525	106	207	107	27	28	40	6	0	3	1							
G70339	Pettnau	816	542	5	537	94	216	144	21	27	24	6	0	3	2							
G70340	Pfaffenhofen	791	529	3	526	140	156	148	27	29	13	6	4	2	1							
G70341	Pfons	997	754	8	746	167	303	202	15	28	24	2	1	2	2							
G70342	Polling in Tirol	792	578	3	575	127	179	203	10	30	20	2	2	1	1							
G70343	Ranggen	829	631	4	627	109	260	149	26	37	28	8	1	7	2							
G70344	Reith bei Seefeld	851	516	1	515	74	235	115	27	29	27	7	0	1	0							
G70345	Rinn	1401	1054	5	1049	176	418	273	49	57	61	5	1	5	4							
G70346	Rum	6777	4736	22	4714	1416	1276	1331	199	216	170	42	9	43	12							
G70347	St. Sigmund im Sellrain	137	91	1	90	15	47	18	2	5	1	1	0	0	1							
G70348	Scharnitz	876	555	2	553	107	213	175	14	13	19	4	2	3	3							
G70349	Schmirn	703	567	5	562	70	331	137	3	9	11	0	0	0	1							
G70350	Schönberg im Stubaital	735	493	4	489	84	207	125	24	26	18	4	0	1	0							
G70351	Seefeld in Tirol	2067	1251	7	1244	179	559	303	51	74	70	4	0	3	1							
G70352	Sellrain	1106	724	9	715	213	278	174	4	18	18	2	0	5	3							
G70353	Sistrans	1723	1226	3	1223	247	487	204	92	103	73	10	2	3	2							
G70354	Hall in Tirol	9479	6059	54	6005	1694	1689	1466	328	414	291	53	10	48	12							
G70355	Steinach am Brenner	2693	1890	22	1868	412	693	541	43	94	54	16	2	7	6							
G70356	Telfes im Stubai	1204	820	5	815	154	352	198	22	39	24	13	2	9	2							
G70357	Telfs	10821	6342	65	6277	1583	1731	1798	406	384	267	47	12	40	9							
G70358	Thaur	3001	2208	12	2196	451	882	564	50	130	97	10	0	10	2							
G70359	Trins	1024	713	9	704	139	277	211	19	34	16	5	1	2	0							
G70360	Tulfes	1188	858	2	856	121	368	272	23	33	24	10	1	2	2							
G70361	Unterperfuss	189	88	0	88	15	40	21	7	2	2	1	0	0	0							
G70362	Vals	435	344	4	340	44	170	105	4	6	9	1	0	0	1							
G70364	Völs	5080	3476	21	3455	866	1144	844	185	170	177	25	11	22	11							
G70365	Volders	3432	2322	17	2305	421	864	717	66	111	78	31	4	8	5							
G70366	Wattenberg	597	455	1	454	42	195	173	7	20	7	4	3	1	2							
G70367	Wattens	5981	3916	21	3895	878	1246	1246	126	221	120	29	9	12	8							
G70368	Wildermieming	685	504	0	504	94	202	114	16	40	24	8	4	1	1							
G70369	Zirl	5969	4038	27	4011	1106	1200	968	181	271	213	36	9	20	7							
G70399	Wahlkarten - Innsbruck-Land	0	14285	51	14234	3208	5088	2634	1153	1088	749	140	25	110	39							
G70400	Kitzbühel	46038	35084	287	34797	5953	15845	8618	1229	1643	1019	261	49	118	62							
G70401	Aurach bei Kitzbühel	850	558	9	549	66	303	138	17	15	7	1	0	1	1							
G70402	Brixen im Thale	2020	1314	11	1303	257	647	267	28	56	31	10	3	3	1							
G70403	Fieberbrunn	3302	2279	17	2262	549	942	494	72	109	55	26	2	6	7							
G70404	Going am Wilden Kaiser	1309	873	3	870	103	392	276	32	30	23	13	0	1	0							
G70405	Hochfilzen	893	638	7	631	184	246	146	16	19	16	2	2	0	0							
G70406	Hopfgarten im Brixental	4264	2885	23	2862	422	1409	715	83	115	78	27	2	8	3							
G70407	Itter	890	636	4	632	103	315	138	16	30	23	5	0	1	1							
G70408	Jochberg	1189	813	7	806	126	361	262	11	22	9	8	4	2	1							
G70409	Kirchberg in Tirol	3683	2295	18	2277	439	1031	585	60	84	46	19	3	9	1							
G70410	Kirchdorf in Tirol	2841	1854	7	1847	277	817	569	35	68	52	10	7	10	2							
G70411	Kitzbühel	5901	3432	33	3399	558	1460	910	116	190	122	19	6	10	8							
G70412	Kössen	2981	1920	20	1900	203	978	537	48	69	42	14	1	4	4							
G70413	Oberndorf in Tirol	1606	1080	13	1067	231	468	243	28	49	32	10	2	3	1							
G70414	Reith bei Kitzbühel	1147	759	4	755	82	411	165	35	31	25	3	1	2	0							
G70415	St. Jakob in Haus	562	379	6	373	61	180	83	18	17	8	3	0	1	2							
G70416	St. Johann in Tirol	6559	4111	46	4065	740	1556	1202	161	208	140	22	7	18	11							
G70417	St. Ulrich am Pillersee	1197	867	8	859	126	439	200	26	39	13	11	0	4	1							
G70418	Schwendt	578	371	1	370	54	190	93	9	13	6	3	1	1	0							
G70419	Waidring	1496	1054	4	1050	173	469	288	27	51	29	3	1	3	6							
G70420	Westendorf	2770	1842	21	1821	325	928	386	45	71	54	6	3	3	0							
G70499	Wahlkarten - Kitzbühel	0	5124	25	5099	874	2303	921	346	357	208	46	4	28	12							
G70500	Kufstein	76495	57926	446	57480	11270	22967	15556	2170	2560	1889	526	143	282	117							
G70501	Alpbach	1925	1397	13	1384	88	818	366	12	52	30	7	6	3	2							
G70502	Angath	749	546	4	542	122	198	169	13	14	19	4	0	3	0							
G70503	Bad Häring	1995	1359	9	1350	406	445	313	60	52	49	13	6	4	2							
G70504	Brandenberg	1220	892	4	888	137	521	184	10	19	9	1	4	2	1							
G70505	Breitenbach am Inn	2641	1998	18	1980	298	908	556	45	94	53	20	2	4	0							
G70506	Brixlegg	2238	1497	6	1491	262	561	436	59	74	62	22	5	5	5							
G70508	Ebbs	4053	2748	24	2724	389	1186	850	67	108	78	29	6	8	3							
G70509	Ellmau	1875	1221	13	1208	152	584	324	33	53	45	11	1	4	1							
G70510	Erl	1043	737	14	723	90	401	171	18	17	21	1	0	2	2							
G70511	Kirchbichl	4268	3006	25	2981	802	977	865	89	104	99	17	8	14	6							
G70512	Kramsach	3724	2535	23	2512	497	849	740	131	145	94	25	8	11	12							
G70513	Kufstein	12149	7561	59	7502	1930	2392	1954	372	385	297	78	25	53	16							
G70514	Kundl	3197	2161	22	2139	519	725	626	48	104	72	19	7	14	5							
G70515	Langkampfen	2993	2085	20	2065	450	737	654	44	72	62	30	8	6	2							
G70516	Mariastein	252	175	1	174	27	65	45	13	14	5	4	0	0	1							
G70517	Münster	2585	1789	12	1777	387	614	562	46	73	61	17	3	9	5							
G70518	Niederndorf	1975	1381	15	1366	166	609	419	53	53	49	8	0	8	1							
G70519	Niederndorferberg	484	316	1	315	12	171	99	11	13	7	0	0	1	1							
G70520	Radfeld	1768	1249	8	1241	232	383	480	33	51	37	10	6	7	2							
G70521	Rattenberg	263	163	1	162	33	33	60	5	11	16	2	0	2	0							
G70522	Reith im Alpbachtal	2018	1342	12	1330	194	652	356	26	55	33	2	4	8	0							
G70523	Rettenschöss	358	258	7	251	12	160	51	10	11	3	1	0	2	1							
G70524	Scheffau am Wilden Kaiser	1017	692	5	687	64	395	163	8	27	14	10	2	3	1							
G70525	Schwoich	1914	1422	6	1416	221	664	365	33	58	42	19	4	7	3							
G70526	Söll	2644	1851	12	1839	276	938	419	64	76	35	16	2	6	7							
G70527	Thiersee	2147	1554	13	1541	219	808	369	45	52	27	11	1	7	2							
G70528	Angerberg	1457	1067	13	1054	179	437	298	35	59	36	5	2	3	0							
G70529	Walchsee	1298	879	5	874	65	409	296	31	36	23	9	1	4	0							
G70530	Wildschönau	3156	2194	24	2170	184	1291	504	45	72	42	17	3	5	7							
G70531	Wörgl	9089	5571	36	5535	1597	1531	1673	234	193	201	45	12	37	12							
G70599	Wahlkarten - Kufstein	0	6280	21	6259	1260	2505	1189	477	413	268	73	17	40	17							
G70600	Landeck	33670	25497	219	25278	4823	11842	5289	727	1569	611	195	35	128	59							
G70601	Faggen	274	180	1	179	24	100	37	4	8	5	1	0	0	0							
G70602	Fendels	211	153	2	151	16	100	25	1	7	1	0	0	0	1							
G70603	Fiss	712	483	4	479	32	312	65	5	41	9	11	1	1	2							
G70604	Fliess	2327	1631	12	1619	363	730	403	25	60	21	6	0	9	2							
G70605	Flirsch	766	540	9	531	140	202	117	12	33	16	2	1	7	1							
G70606	Galtür	593	432	5	427	18	267	101	8	18	9	3	1	0	2							
G70607	Grins	1097	737	6	731	178	307	152	18	47	14	8	2	4	1							
G70608	Ischgl	1220	777	6	771	27	499	189	3	43	5	3	0	2	0							
G70609	Kappl	2088	1545	12	1533	111	967	375	13	44	16	3	2	2	0							
G70610	Kaunerberg	327	221	1	220	30	138	31	4	12	3	0	0	1	1							
G70611	Kaunertal	461	353	8	345	46	232	25	3	31	3	2	0	3	0							
G70612	Kauns	399	261	2	259	26	159	51	9	8	3	0	0	3	0							
G70613	Ladis	412	219	4	215	18	99	58	7	16	9	4	3	1	0							
G70614	Landeck	5639	3611	25	3586	1019	1192	818	144	260	91	32	4	21	5							
G70615	Nauders	1125	768	9	759	102	398	198	11	30	12	2	1	2	3							
G70616	Pettneu am Arlberg	1124	731	8	723	156	315	152	20	57	19	0	0	3	1							
G70617	Pfunds	1969	1335	11	1324	217	661	335	26	42	20	11	2	5	5							
G70618	Pians	613	464	2	462	93	212	93	12	30	15	3	0	3	1							
G70619	Prutz	1309	874	10	864	189	339	183	49	51	21	12	6	7	7							
G70620	Ried im Oberinntal	924	553	2	551	91	294	87	15	27	20	12	0	5	0							
G70621	St. Anton am Arlberg	1770	1087	12	1075	128	577	154	40	127	29	12	3	4	1							
G70622	Schönwies	1318	937	6	931	324	307	185	20	53	31	6	1	3	1							
G70623	See	940	655	4	651	66	359	188	4	17	6	8	0	3	0							
G70624	Serfaus	861	571	5	566	46	344	87	21	46	14	2	1	3	2							
G70625	Spiss	96	54	1	53	2	24	22	1	1	2	1	0	0	0							
G70626	Stanz bei Landeck	478	345	6	339	91	133	58	13	27	13	0	0	3	1							
G70627	Strengen	964	693	9	684	206	276	143	9	25	17	2	0	5	1							
G70628	Tobadill	406	279	1	278	45	138	71	5	7	4	5	1	1	1							
G70629	Tösens	566	322	7	315	32	156	85	7	16	12	4	0	3	0							
G70630	Zams	2681	1822	14	1808	451	714	336	73	141	66	10	3	6	8							
G70699	Wahlkarten - Landeck	0	2864	15	2849	536	1291	465	145	244	105	30	3	18	12							
G70700	Lienz	39710	29565	344	29221	4855	13482	7087	942	1483	951	213	37	106	65							
G70701	Abfaltersbach	485	366	8	358	37	236	57	4	17	4	2	0	0	1							
G70702	Ainet	770	511	4	507	61	224	159	16	20	20	5	1	1	0							
G70703	Amlach	366	250	2	248	35	94	88	7	12	8	4	0	0	0							
G70704	Anras	1000	702	11	691	89	396	150	16	28	12	0	0	0	0							
G70705	Assling	1478	1071	17	1054	143	612	189	27	39	30	5	2	4	3							
G70706	Außervillgraten	647	471	5	466	66	296	73	5	14	8	3	0	1	0							
G70707	Dölsach	1860	1265	21	1244	232	491	358	37	67	37	10	2	6	4							
G70708	Gaimberg	675	496	6	490	53	256	104	15	34	25	1	0	0	2							
G70709	Hopfgarten in Defereggen	615	402	8	394	30	254	80	7	14	2	6	1	0	0							
G70710	Innervillgraten	745	518	1	517	51	350	87	1	12	12	2	1	1	0							
G70711	Iselsberg-Stronach	474	319	4	315	43	143	85	15	15	11	2	0	1	0							
G70712	Kals am Großglockner	940	598	3	595	48	359	149	9	13	11	3	0	3	0							
G70713	Kartitsch	653	424	0	424	26	307	64	6	9	10	0	0	2	0							
G70714	Lavant	259	185	1	184	25	80	58	1	14	3	2	0	0	1							
G70715	Leisach	600	401	5	396	77	176	89	14	18	15	2	0	5	0							
G70716	Lienz	9584	5765	56	5709	1502	1936	1330	218	333	274	60	10	27	19							
G70717	Matrei in Osttirol	3866	2575	29	2546	250	1093	919	57	151	55	9	1	8	3							
G70718	Nikolsdorf	701	482	9	473	70	242	95	23	22	12	5	0	2	2							
G70719	Nußdorf-Debant	2668	1788	21	1767	426	627	485	64	93	56	8	2	3	3							
G70720	Oberlienz	1234	824	6	818	104	415	193	32	27	30	11	0	1	5							
G70721	Obertilliach	567	375	6	369	19	239	81	6	10	9	0	1	1	3							
G70723	Prägraten am Großvenediger	962	606	9	597	30	335	198	9	17	6	0	0	0	2							
G70724	St. Jakob in Defereggen	712	418	4	414	45	259	77	2	15	12	2	0	2	0							
G70725	St. Johann im Walde	228	165	2	163	19	102	29	0	5	5	2	0	1	0							
G70726	St. Veit in Defereggen	552	336	4	332	29	186	89	3	12	10	0	1	2	0							
G70727	Schlaiten	393	269	2	267	25	131	78	3	13	10	3	1	1	2							
G70728	Sillian	1683	1145	11	1134	182	608	235	20	62	14	9	2	2	0							
G70729	Strassen	642	462	6	456	63	265	80	15	22	9	0	0	2	0							
